,Unnamed: 0,company,job_title,listing_id,address,employment_type,seniority,min_exp,job_cat,salary_range,salary_unit,date_posted,date_expiry,job_description,avg_salary
222,222,CARDSPAL PTE. LTD.,data scientist,MCF-2021-0211102,Islandwide,full time,Manager,5,banking and finance,"$8,000to$16,000",Monthly,Posted 10 May 2021,Closing on 09 Jun 2021,"Roles & Responsibilities
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and Never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.

SC Ventures (“SCV”) was established in March of 2018 with the purpose of “Rewiring the DNA in Banking” by bringing three distinct areas together:
The eXellerator labs, enabling innovation at large in the Bank by supporting:
Entrepreneurially-minded colleagues as “Intrapreneurs”, developing ideas to products, services or new business models.
Collaboration with fintech companies, supported by the SC Ventures FintechBridge[1], Proof of Concept (“POC”) framework and POC funding.
Client engagement on co-creation activities.
The Innovation Investment Fund (“Fund”), USD100m allocated to acquire minority stakes in fintech companies (“fintechs”) whose technology has been successfully validated in the Group and is progressing to production (i.e., continuing use), subject to commercial due diligence.
Venture building, exploring new business models (“ventures”), with the objective of providing ‘optionality’ for the Group in the way it engages existing and new customers and markets. These adopt a start-up model, operating independently of the Group’s existing businesses, funded in a venture capital fashion, and under a different governance and risk management framework.
There are c.65 team members (excluding individual ventures), including dedicated colleagues from the Group’s support functions, based in Singapore, Hong Kong, Shanghai, Nairobi, London and San Francisco.
Key Roles and Responsibilities
The Venture is a newly formed fintech based in Singapore.
The successful candidate will be the part of a start-up team leading developers to build an innovative platform and app leveraging on data, analytics to drive the business. This is a rare opportunity for a self-driven, strong entrepreneurial spirit, start-up minded, solid and passionate individual to participate and contribute to a venture.
• Perform full lifecycle of data analyst / data science activities, including conceptualizing to operationalization.
• Provide critical thinking to look at numbers, trends, and data and come to correct conclusions based on the findings.
• Interpret and analyze data problems, turning business problems into data insights
• Work with various people from the tech and marketing teams in meeting milestones, timelines, and deliverables for projects.
• Collate and present key findings to stakeholders with actionable recommendations
• Define data sources and specifications, design and implement processes and models for complex, large-scale datasets used for predictive modelling, data mining, and research purposes.
• Lead ideation, experimentation, hypotheses formulation and testing
• Use Data Science or Data Analytics tools to design analytics dashboards. Develop dashboard visualization, metrics, insights; establishing baselines, targets, averages and benchmarks
• Ensure data quality and integrity
Knowledge and Qualifications
• Background in Statistics, Information Technology, Business Analytics, Data Science, Computing or related quantitative discipline.
• Good knowledge and experience with visualisation tools such as AWS QuickSight, Qlikview, Power BI, Tableau; and data science tools such as R, Python, Jupyter, AWS Sagemaker
• Experience with SQL and NoSQL databases
• Experience with distributed data/computing tools: Map/Reduce, Hadoop, Spark etc is a plus
• Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modelling, clustering, decision trees, neural networks, etc.
• Deep expertise in common data science tools/package (sklearn, mllib, tensorflow, torch, etc.) is a plus.
• Good knowledge of data warehousing, data lake, data mining, advanced data analytics & modelling
• 5 years of relevant working experience, having implemented at least 2 major data warehouses / datamarts, data analytics, business intelligence or data science projects
• Methodical, process oriented, organised and proactive self-starter
• Able to work well within a team with diverse personalities
• Able to multi-task, quick to adapt and able to work in fast paced environment. Having worked in an agile environment is a plus.
• Good written and spoken communication, presentation and negotiation skills
Apply now to join the Bank for those with big career ambitions. To view information on our benefits including our flexible working please visit our career pages.
How to Apply
Please visit - https://scb.taleo.net/careersection/ex/jobdetail.ftl?job=2100012167&lang=en to apply now and take the next step in fulfilling your potential.
You can search and view current opportunities across our global organisation and apply immediately by visiting www.standardchartered.com.
To help speed up your application, please note the following:
• You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role
• Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information)
• We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application
It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience.
Diversity & Inclusion
Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximise their personal potential.",12000.0
223,223,SALT TALENT SEARCH PTE. LTD.,analyst,MCF-2021-0210558,"61 ROBINSON, 61 ROBINSON ROAD 068893",contract,Professional,5,information technology,"$8,000to$10,000",Monthly,Posted 10 May 2021,Closing on 09 Jun 2021,"Roles & Responsibilities
Salt Talent Search is looking to hire a Data Analyst for a 12 months contract role with an innovative and dynamic tech giant!

Role Details
The data Analyst will be supporting the CX team to deliver and improve customer experience to businesses on a global scale, working closely with data and logic and having a client centric perceptive to provide business with focused insights on client experience and journey. Strong stakeholder management and experience working cross functionally with other teams will be an ideal fit for this role

Role Responsibilities
Understand data and deliver holistic insights utilising operational data such as: AHT; pitch-rates and action-rates (revenue)
Root-cause analysis
Leverage customer communication platforms (surveys, customer verbatim, focus groups, social media) to create a more reliable and sensitive customer feedback signal.
Develop and assess customer experience through trend analysis, performance and communicating through metrics, data visualization and presentation.
Coordinate with outsourced vendor partners (as required) to share insights, identify focus areas, and agree on actions.
Create specific recommendations and action plans to drive product, people and process improvement strategy
Work with cross-functional partners to identify and implement solutions.
Create detailed project plans and clear communication strategies
Role Requirements
Minimum 4+ years of relevant experience in business operations, sales excellence, process redesign, a consulting role, quality assurance or customer experience.
Experience with SQL, tableau, data analysis & visualization tools.
Strong operational background and project management skills with experience running strategic projects with cross-functional teams.
Fluency in English, both oral and written
Excellent business acumen, passion for solving problems, and strong analytical skills.
Interested applicants kindly reach out to csim@welovesalt.com
CEI No: R1980210 | Licence No: 07C3147",9000.0
224,224,G2 COMTECH ASIA PTE. LTD.,engineer,MCF-2021-0209479,Islandwide,contract,Manager,5,consulting,"$5,000to$8,000",Monthly,Posted 10 May 2021,Closing on 31 May 2021,"Roles & Responsibilities
Job Description:
Perform data extraction,cleaning,transformation, and flow.Web scraping may be also a part of the work scope in data extraction.
Design,build,launch and maintain efficient and reliable large-scale batch and real time data pipelines with data processing frameworks.
Collaborate with Project Manager, Visualisation Developer, Data Sciencist, UX Designer and Data Analyst to build scalable data driven product
work in Agile environment that practises Continuous Integration and Delivery
Requirements:
Interest in being the bridge between engineering and analytics
knowledge about system design, data structure and algorithms
Familiar with data modelling, data access, and data storage infrastructure like Data Mart, Data Lake and Data Warehouse
Familiar with Rest API and Web request/protoclos in general
Comfortable in both windows and linux development environments
Proficient in building ETL pipeline (eg.Talend Data Integration)
Informatica Power Center, IBM Datastage, SAS Data Integration
Proficient in database design and various databases(MS SQL Server, ORACLE RDBMS,IBM DB2,Postgres)
Comfortable in at least one scripting language ( Python)",6500.0
225,225,INFOCEPTS PTE. LTD.,developer,MCF-2021-0209858,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066",full time,Executive,4,information technology,"$5,500to$7,000",Monthly,Posted 10 May 2021,Closing on 09 Jun 2021,"Roles & Responsibilities
Responsibilities
Collaborate with business / BA’s and interpret their reporting needs. Be able to translate and capture them effectively
Provide support to Business and Data Analyst(s) in gathering and/or clarifying data and reporting requirements from business owners
Lead and manage a team of Tableau developers
Design and Develop dashboards/reports in accordance with client requirements using Tableau 8.0 or later with appealing visulaizations
Develop SQL queries and support ad hoc requests for data
Create and maintain Users, User groups, Permissions, Schedule etc. on Tableau server.
Install Tableau server and Client Components. Perform other admin tasks sch as automate scheduling, migrations across environments etc.
Identify and troubleshoot business process or data quality issues that show up in the reports and subsequently communicate to resolve and eliminate problems
Liase with Tableau support if required to get resolution and apply them
Required Skills
Bachelor's degree in computer science or computer engineering or equivalent degree required
Hands on Tableau tool for 4+ Years as a developer and Admin Past experience of leading a team, being SPOC for business Strong communication and stakeholder management skills
Experience utilizing report writing best practices (optimization, use of joins and sub-queries, data blending)
Ability to use complex expressions to calculate, group, filter, parameterize, optimize and format custom dashboards/reports
Ability to maintain users, permissions, security, use tabcmd, tabadm for performing Admin tasks
Experience with manual testing to include User Acceptance Testing (UAT)
Experience pulling data from Oracle 11g Enterprise edition databases for dashboards/reports
Experience with cubes and drill down reports
Strong hold in BI with knowledge of any other BI tool except Tableau will be an advantage",6250.0
226,226,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,manager,MCF-2021-0211135,"INFINEON, 8 KALLANG SECTOR 349282",full time,Manager,7,engineering,"$5,000to$7,000",Monthly,Posted 10 May 2021,Closing on 09 Jun 2021,"Roles & Responsibilities
In your new role you will:
Drive 100% inventory reconciliation to ensure inventory accuracy between in-house and supplier’s systems
Drive global cross-functional activities, own and govern processes and ensure sustaining execution
Interface to Contract Manufacturing Partners’ Planning, Customer Service, and IT to ensure all WIP update, physical scrap disposal, and inventory count audits are executed as per requirements
Perform gap analysis as well as improvement solution proposal on inventory data discrepancies
Propose new ideas and drive implementation for continuous improvements in the area of production planning processes
Ensure documentation is kept up-to-date for data analyst work-instructions and/or processes
You are best equipped for this task if you have:
Bachelor's Degree in Engineering / IT / Supply Chain with more 5 years of relevant working experience, preferably in Semiconductor industry
Data / report analysis experience and knowledge in SAP, meticulous and detail-oriented
Strong in analytical, communication, and time management skills
Customer oriented and good understanding of Supply Chain process, inventory control and management
Good level of pro-activeness and able to handle subcontractors
Experience in highly diverse cultural setting will be added advantage",6000.0
227,227,UNITED OVERSEAS BANK LIMITED,analyst,MCF-2021-0209231,Islandwide,internship/traineeship,Fresh/entry level,0,banking and finance,"$2,500to$3,800",Monthly,Posted 09 May 2021,Closing on 08 Jun 2021,"Roles & Responsibilities
Job Description and Responsibilities
Develop and refine excel macros using VBA for international payments data analytic and reporting.
Extract, Transform and Load monthly transactions data.
Design, Develop and Automate Remittance STP Dashboard using Power BI.
Refine, Maintain and Support existing data generation process.
Elicite and interprete metadata and stakeholder requirement.
Support data request from business.
To manage project related tasks when needed.
Requirements
Fresh Degree Graduates only
VBA Excel Macros programming in banking operations environment
Power BI Data Analytic, Visualization & Dashboard development for international payments or related domains.
Good understanding in project management processes
Proficient in the use of Microsoft Office tools
Ability to capture and document data requirement.
Team player, self-motivated and resourceful

Duration of Traineeship/Attachment Offered: 6 months
Approved Training Allowance
Fresh Graduates --$2,500
Non Mature Mid Career Individuals (Below 40 years old as of 2021) --$3,000
Mature Mid Career Individuals (40 years old and above as of 2021) --$3,800
This position is open for both recent graduates and mid career individuals (mature and non mature). Graduates interested in this position should possess a Bachelor Degree Qualification. Mid career individuals from any qualification level can apply.
Current and former trainees of UOB under the SGUnited programme are not eligible to participate in this programme.",3150.0
228,228,BAYER (SOUTH EAST ASIA) PTE LTD,analyst,MCF-2021-0209214,"PLQ3, 2 TANJONG KATONG ROAD 437161",contract,Junior Executive,1,marketing / public relations,"$5,000to$7,500",Monthly,Posted 09 May 2021,Closing on 08 Jun 2021,"Roles & Responsibilities
Understand the regional reporting requirements, standard operating procedures and data validation rules
Provide on-going data maintenance and change control management support
Host regular engagement meetings with APAC Data Champions to collate feedback/requirements
Develop and generate regular reporting based on requirements gathered. (Using Tableau)
Work closely with Core Team (System/Data Champions, Subject Matter Experts and IT) together with key Functional users to identify change requests to the current reporting platform
Able to train end-users on various reports or reporting publishing tools
Identify project support and key initiatives, ensure timeline implementation of project milestones with appropriate/timely escalation and issues resolution
Support country co-ordination in rolling out of regional programs, especially in the area of data analytics",6250.0
229,229,MINISTRY OF HEALTH,analyst,MCF-2021-0208662,Islandwide,temporary,Executive,0,healthcare / pharmaceutical,"$2,200to$3,800",Monthly,Posted 08 May 2021,Closing on 07 Jun 2021,"Roles & Responsibilities
Are you keen to gain exposure in the healthcare sector during these unprecedented times? The Ministry of Health is at the epicentre of the nation’s response to COVID-19. You will be deployed to one of the Data Units to support the management of COVID-19 outbreak operations by performing data analyses and automating the business logic and operational processes of the COVID-19 operations teams. This may include projects on optimisation/simulations, projections of various medical or isolation facilities, building predictive models and data visualisation to facilitate decision-making.

Your job responsibilities include but are not limited to the following:
· Being the “Single Source of Truth” of movement, location, and discharge status of COVID patients.
· To analyse and prepare available data for the Community Task Force to facilitate decision making, ops planning and discharge of COVID positive patients.
· To build processes and programme codes for automated data cleaning, data transformation and data linkages across data sources, so that the data can be used to facilitate ground operations and generating of reports.
· To ensure data integrity, quality and accuracy.

Job Requirements
· Knowledge of programming language – Python, R, STATA, Java, Visual Basic (Data Analysts) is preferred.
· Proficiency in Excel (Data Managers).
· Education in Computing, Economics and Statistics, and/or experience in Data Analytics coursework is preferred.
· Able to work under pressure in a fast-paced environment.
· Some shift work may be required depending on work area deployed to

Join us at MOH and be part of the team in this nation-wide effort.
Note: Successful applicants may also be placed under the panel agencies’ administration.",3000.0
230,230,WORKFORCE SINGAPORE AGENCY,analyst,MCF-2021-0125452,"PAYA LEBAR QUARTER 2, 1 PAYA LEBAR LINK 408533",internship/traineeship,Fresh/entry level,0,public / civil service,"$1,515to$3,000",Monthly,Posted 08 May 2021,Closing on 07 Jun 2021,"Roles & Responsibilities
Responsibilities:
· Analyse workforce trends, workforce skills requirements and
employability needs
· Assist in data collation, extraction, analyses and visualisation of
data/statistics/information
· Collate data/statistics/information for regular internal and external reports
· Facilitate approval of data requests and data analytics projects

Other Information:
· The duration of the traineeship/programme is between 6 to 9 months",2257.5
231,231,UNITED OVERSEAS BANK LIMITED,analyst,MCF-2021-0208735,Islandwide,internship/traineeship,Fresh/entry level,0,banking and finance,"$2,500to$3,800",Monthly,Posted 08 May 2021,Closing on 07 Jun 2021,"Roles & Responsibilities
Responsibilities
Analyze data independently to deliver insights on credit performance and proactively drive improvements.
Investigate key problem areas and findings by performing further portfolio analysis, corroborating quantitative and qualitative findings.
Collaborate with data-focused and operations teams across the organization to solve problems, develop solutions and share insights.
Assist in creating and automating reports for on-going tracking, monitoring and reporting of the various country portfolio metrics with understandable visualizations, dashboards and reports.
Support the overall risk team and segment in various initiatives and ad-hoc projects as required.
Requirements
Proficient in using Excel and working with macros etc.
Knowledge of data analytics tools like SQL, SAS etc.
Knowledge of R, Python and visualization tools like Qlik would be desirable.
Duration of Traineeship/Attachment Offered: 6 months
Approved Training Allowance
Fresh Graduates --$2,500
Non Mature Mid Career Individuals (Below 40 years old as of 2021) --$3,000
Mature Mid Career Individuals (40 years old and above as of 2021) --$3,800
This position is open for both recent graduates and mid career individuals (mature and non mature). Graduates interested in this position should possess a Bachelor Degree Qualification . Mid career individuals from any qualification level can apply.
Current and former trainees of UOB under the SGUnited programme are not eligible to participate in this programme.",3150.0
232,232,UNITED OVERSEAS BANK LIMITED,analyst,MCF-2021-0208761,Islandwide,internship/traineeship,Fresh/entry level,0,banking and finance,"$2,500to$3,800",Monthly,Posted 08 May 2021,Closing on 07 Jun 2021,"Roles & Responsibilities
Job Description and Responsibilities
The data science trainee is responsible for supporting data science implementations. He/She will work closely with data scientists and other stakeholders to deliver data science applications.
Trainee to be involved in:
Problem formulation
Data profiling
Data preparation
Exploratory data analysis
Building machine learning models and applications
Insight presentations and business communications
Requirements
Possess a strong analytical and problem solving skills with excellent verbal/written communication and interpersonal skills
Possess strong programming skills in Python
Team player, self-motivated and resourceful
Duration of Traineeship/Attachment Offered: 6 months
Approved Training Allowance
Fresh Graduates --$2,500
Non Mature Mid Career Individuals (Below 40 years old as of 2021) --$3,000
Mature Mid Career Individuals (40 years old and above as of 2021) --$3,800
This position is open for both recent graduates and mid career individuals (mature and non mature). Graduates interested in this position should possess a Bachelor Degree Qualification . Mid career individuals from any qualification level can apply.
Current and former trainees of UOB under the SGUnited programme are not eligible to participate in this programme.",3150.0
233,233,WORKFORCE SINGAPORE AGENCY,analyst,MCF-2021-0125053,"PAYA LEBAR QUARTER 2, 1 PAYA LEBAR LINK 408533",internship/traineeship,Non-executive,1,public / civil service,"$2,000to$3,000",Monthly,Posted 08 May 2021,Closing on 07 Jun 2021,"Roles & Responsibilities
Responsibilities:
• Explore and analyse structured and unstructured data to develop
actionable steps to address business needs and/or problem statements
• Gather/cleanse/prepare/blend data from different data sources for
analysis via techniques such as ETL or equivalent
• Synthesise and communicate insights including identification of
patterns and trends, user archetypes, user behaviour etc.
• Identify potential gaps and propose actionable recommendations
(this may include using data to locate and shape new process
improvement opportunities, optimise results of specific products etc.)

Requirements:
• Experience working with languages such as SQL, R, Python and
data analytics/visualisation tools such as Tableau
• Good understanding of the different analytics techniques such as
predictive, prescriptive, sentiment analysis, clustering, machine learning etc.
• Experience working with Google Analytics or equivalent will be
preferred
• Strong analytical, conceptualisation and problem-solving skills
• Able to work independently and as a team

Other Information:
• The duration of the programme is 9 months",2500.0
234,234,SNAPHUNT PTE. LTD.,analyst,MCF-2021-0207711,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632",full time,Professional,3,information technology,"$5,000to$7,000",Monthly,Posted 07 May 2021,Closing on 06 Jun 2021,"Roles & Responsibilities
The Role
Work alongside the game operations and marketing team to collect and analyse key data metrics to make strategic business decisions.
Develops models, reports, and visualisation to share on observations, recommendations and trend forecasting with management and internal stakeholders to continuously improve game play and user acquisitions.
Identify and evaluate potential data source in support of project requirements, seeking possible new insights, and endeavours to resolve data gaps that impact the fulfilment of the KPIs.
Develop and operationalize processes that ensure timely data loading and maintain accuracy and relevance of data used within the data department.
Work with backend/data engineers to troubleshoot and ensure uptime of the data pipeline and reporting systems.
Keep up to date with data policies and process confidential data and information according to guidelines.

Ideal Profile
Qualification in Computer Science, Statistics, Information Technology related field.
Minimum 3 years of analytical work experience (digital industry in mobile apps or games is preferred.
Advanced proficiency in SQL, including knowledge of subqueries and aggregate functions.
Experience with Excel and VBA, R/Python and data visualization tools (Domo, Looker or Tableau).
Experience with statistics and A-B testing know-how.
Track and analyse results from events to identify potential opportunities for improvements.
Ability to work on multiple projects in parallel while managing and meeting changing deadlines and priorities.
Ability to communicate complex findings and solutions in layman’s terms to stakeholders and align at business level.
Works well in a team and across departmental functions in understanding projects and data requirements.
Possess a creative and strong business acumen mindset in being part of a working team to drive the performance of projects.

What's on Offer?
Opportunity to make a positive impact
Work within a company with a solid track record of success
Work alongside & learn from best in class talent

About us
Who We Are
Wow the World! Spark Excitement in Everyone! gumi Asia aims to Wow the World by bravely continuing to challenge the latest trends and technologies. We aim to tackle difficulties with a pleasant and cheerful attitude, and to take full advantage of our business resources, collaborate actively not only within our team but also with you, the gamers!
Our Mission
- to offer excitement
- to spread it from Japan to all over the world
- to link our users together
- to strive as one to challenge new things
We offer “Wow!”, “和 (WA: Japanese style)” and “輪 (WA: social network)” to the world.
Core Values
Keep on Trying!
Stay Positive!
Unite as One!

Ref: 78270211

Apply to this role by submitting your CV and completing your profile at https://gumi-sg.snaphunt.com/job/78270211",6000.0
235,235,SNAPHUNT PTE. LTD.,analyst,MCF-2021-0207674,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",temporary,Fresh/entry level,0,information technology,"$1,000to$1,500",Monthly,Posted 07 May 2021,Closing on 06 Jun 2021,"Roles & Responsibilities
The Role
You will be responsible for :
Conduct analysis, build queries, and produce insights using Mongo DB ( Preferred), Postgres, Excel, and other BI tools
Help cross-functional team to define problems, develop hypotheses and make data-driven recommendations
Analyze and monitor performance across marketing, operations, and collections experiments for better business performance
Apply best practices in data-driven decision processes through statistical theorems

Ideal Profile
Bachelor in Information Management, Computer Science, Economics or Statistics
At least 3-6 months of experiences involved in data analysis/business intelligence analyst role
Solid technical skills in Mongo DB ( Preferred), Postgres, Excel, and other BI tools
Good Understanding of the Document DB.( No SQL)
Proven skills in storytelling from numbers to business
Strong analytical, problem-solving skills, critical with excellent interpersonal and communication skills
Background or high interest in E-commerce products preferred

What's on Offer?
Work alongside & learn from best in class talent
Great work environment
Excellent career development opportunities

About us
About Raena
Raena helps digitally savvy millennials generate side income by selling high quality beauty products. We curate original and effective products from a trusted network of suppliers across the world, so our sellers are always assured of quality. We launched last year, and thousands of women are now driving meaningful income leveraging Raena’s platform. We free our sellers from the burden of investing capital up front, managing logistics, curating suppliers so that they can focus on growing their followers and engaging them with compelling content. We are a diverse and entrepreneurial team with experience working across China, India, South East Asia and the USA; at large corporates such as Alibaba, Google, Amazon and running our own startups. We are backed by leading investors and have recently raised a Series A from marquee global and local investors to scale our impact faster.
Our Culture
At Raena, our mission is to enable more people to become entrepreneurs. This translates to not just our customers, but our employees as well. Being an entrepreneur means being agile and fast, relentless and creative in the face of obstacles, owning not tasks but results and finally, listening to your instincts but backing it up with data. Our culture is open and transparent- everyone has access to all our metrics- and empowering. It's a great fit for those that like autonomy, speed and seeing the impact of their work.

Ref: 33430119

Apply to this role by submitting your CV and completing your profile at https://raena.snaphunt.com/job/33430119",1250.0
236,236,MORGAN MCKINLEY PTE. LTD.,analyst,MCF-2021-0121869,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",contract,Professional,1,information technology,"$3,000to$4,000",Monthly,Posted 07 May 2021,Closing on 06 Jun 2021,"Roles & Responsibilities
DUTIES:
Collaborate with other sub-teams under Operational Excellence (i.e. Performance Improvement and Digital Enablement) in engaging business stakeholders, understanding and distilling their user requirements, developing pragmatic solution options, and solving key pain points.
Conduct stakeholder interviews and gather information such as process flow, pain points, automation/ data requirements
Analyse and document business processes, and identify areas for improvement and optimisation
Conduct post-implementation user testing, gather feedback

REQUIREMENTS:
Bachelor Degree in Computer Science, Analytics, Mathematics, Statistics or equivalent
Minimum 1 year of experience solving business problems with machine learning techniques
Good communication skills and excellent team player
Self-starter and an engineer at heart, who is passionate about leveraging technology to help business operations drive change and improve growth.",3500.0
238,238,WORKATO PTE. LTD.,analyst,MCF-2021-0207416,71 AYER RAJAH CRESCENT 139951,full time,Executive,0,general work,"$2,500to$5,000",Monthly,Posted 07 May 2021,Closing on 06 Jun 2021,"Roles & Responsibilities
Application Instructions: Interested applicants please apply here: https://grnh.se/3b1250fe2us

Workato is the operating system for today’s fast-moving business, providing a cutting edge, low-code/no code platform that enables users to painlessly create automated workflows across applications and databases. Our platform is highly rated by both Forrester and Gartner in the Integration Platform as a Service (iPaaS) industry. We are trusted by over 7,000 of the world's top brands such as Box, Grab, Slack, and more.
We are looking for an exceptional Sales Data Quality Analyst to join our growing team. As part of the Sales Strategy and Operations team, you will be responsible for the quality and integrity of the data housed in core business systems, including Salesforce.com and Thoughtspot, among others.
Workato has a positive, diverse, and collaborative culture—we look for people who are curious, inventive, smart, hardworking and work to be a little better every day. Workato has also been recognized amongst the “Top 47 Enterprise Startups to Bet Your Career On in 2020” and the “Hottest 13 Productivity Software Startups to Watch in 2020!” by Business Insider.
Responsibilities
Raising data quality and performance levels in our tech stack including Salesforce and Thoughtspot especially with respect to critical data elements, including accounts, contacts, leads, opportunities, and closed business
Establishing and maintaining a set of processes and controls aimed at ensuring data quality and integrity issues are surfaced and addressed on an ongoing basis
Creating and publishing data hygiene reports so that the broader organization has visibility to the quality and integrity of the data at any given point in time as well as on an ongoing basis
Coordinating various data cleanup tasks which include: deduping account and contact data, ensuring data enrichment via our standard tools is performed consistently and correctly, overseeing the SFDC account creation process to prevent duplicates and ensure all internal requirements are met
Territory health and analyzing data to help develop better target companies and better overall territories
Ad hoc reporting to assist business leaders with strategic decisions…
Requirements
6 months of experience in Business to Business marketing research
Excellent English communication skills (verbal and written); ability to convey information clearly and concisely
Experience in Salesforce and (preferably Thoughtspot or similar BI tool)
High energy, positive attitude with the ability to take initiative; strong work ethic, self-directed and resourceful; discipline to conduct and manage marketing process from initial concept to lead generation
Strong customer orientation, dedication, and passion for delivering a great customer experience
Strong collaboration skills; ability to adapt to a dynamic start-up environment with a passion for making an impact
Must be analytical with an aptitude towards measuring every step of the marketing funnel and optimizing campaigns based on desired conversion metrics
Ability to occasionally work hours that overlap with US time-zones - either early mornings or late evenings
Desire to start a career in Sales Operations
Why Workato?
Supportive, collaborative, international team environment that supports remote employees (currently all of us!)
Long-term prospects for a professional career in a high growth company
Flexible Work culture
Be part of a community-oriented organization with a history of giving back
Best in class technology tools to empower you to do your best work
Support for professional development and continuous learning
Wellness programs, including fitness challenges and an occasional company day off to recover from Zoom fatigue
Company-sponsored team-bonding activities and team celebrations
Employee and Customer referral bonuses
All full-time permanent employees in Singapore will also have the following benefits:
Workato Stock Options at one of Silicon Valley’s fastest growing startups
Flexible and personalised medical and wellness benefits (protection for hospitalisation and surgical procedures, clinical outpatient visits, accident coverage and more...)",3750.0
239,239,"DOW JONES AER COMPANY, INC. (SINGAPORE BRANCH)",analyst,MCF-2021-0206292,"CAPITAGREEN, 138 MARKET STREET 048946",contract,Junior Executive,0,banking and finance,"$2,800to$3,300",Monthly,Posted 07 May 2021,Closing on 06 Jun 2021,"Roles & Responsibilities
Availability: Immediate
3 months contract (May to August)

The Dow Jones Data Strategy Group collects and integrates proprietary data and third-party licensed content, processing more than 500,000 articles a day from more than 35,000 news and business sources in 26 languages. Data Strategy also provides equity exchange data from 43 countries and creates content on markets, companies and people to help users identify business opportunities and manage risk.
We are looking for temporary Data Analysts to be attached to Data Strategy’s Risk & Compliance (R&C) Managed Services team, leveraging our market-leading research expertise and methodologies, to assist organisations with data-related projects, providing value-added services to deliver projects on time and within budget. Training will be provided on the job. This job requires individuals to work at the client’s premise of Dow Jones.

Job Summary
The role of the Data Analyst is to perform Anti-money Laundering (AML) risk-based review and analysis on individual and business accounts who match with Dow Jones Sanctions, Politically Exposed Persons and Adverse Media lists and adjudicate alerts accordingly for further review.
This role performs watch list screening for name matching, utilizing an understanding of Bank AML and OFAC regulatory policies and procedures.
There is a high degree of responsibility attached to this role as the role holder will be responsible for disposition of name screening escalations and accurately resolve matches identified.
The Job also requires the ability to consolidate multiple data sets from different sources and analyse the data accurately and efficiently. When processing data, it is crucial that the person is able to identify problems as they arise and provide appropriate solutions in a timely manner.
Responsible for ensuring accurate, complete and up-to-date internal documentation as well as client-facing material related to R&C Managed Services.
A professional attitude will be necessary as the Data Analyst will be exposed to client facing environments when working on-site at client offices.

Knowledge/Skills/Experience Required
Education up to bachelor degree.
Fluency in English and Chinese language is essential.
Familiar with AML typologies, any experience with name (or transaction) screening in the banking environment is highly preferred.
Hands-on experience working with large datasets, including statistical analyses, data visualization, data mining, and data cleansing/transformation will be helpful.
Experience with conducting data collection and analysis using Excel will be helpful
Experience with Factiva, Dow Jones Risk and Compliance (or similar products) are considered an advantage.
A fast, efficient and quality-focused work ethic.
Customer-focused: putting the customer first responding with a sense of urgency.
Adaptability and willingness to learn new skills.
Strong research skills, including online search tools. Tenacity and ingenuity in the pursuit of sources and information.
Ability to work as part of a multicultural team, to build and maintain good working relationships.
Flexible team player with a high level of initiative and self-motivation",3050.0
